solid_SIDIS_hgc_chamber  |                root  |       solid_SIDIS_hgc_chamber  |                                    0*cm 0*cm 0*cm  |                       0*deg 0*deg 0*deg  | CCCC33   |            Polycone  |0*deg 360*deg 2*counts 80*cm 92*cm 265*cm 265*cm 326*cm 426*cm  |               G4_Al  |                  no  |     1   |     1   |     1   |   1   |   1   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_coneout_10  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_10  |-193.717562213371*cm -86.2486014477294*cm 357.378609192601*cm  |      ordered: zxy -204*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_10  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_10  |-193.717562213371*cm -86.2486014477294*cm 357.378609192601*cm  |      ordered: zxy -204*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_10  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_10  |-193.717562213371*cm -86.2486014477294*cm 357.378609192601*cm  |      ordered: zxy -204*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_10 - solid_SIDIS_hgc_conein_10  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_11  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_11  |-171.552276586642*cm -124.640007860723*cm 357.378609192601*cm  |      ordered: zxy -216*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_11  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_11  |-171.552276586642*cm -124.640007860723*cm 357.378609192601*cm  |      ordered: zxy -216*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_11  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_11  |-171.552276586642*cm -124.640007860723*cm 357.378609192601*cm  |      ordered: zxy -216*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_11 - solid_SIDIS_hgc_conein_11  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_12  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_12  |-141.889333528777*cm -157.584048026252*cm 357.378609192601*cm  |      ordered: zxy -228*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_12  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_12  |-141.889333528777*cm -157.584048026252*cm 357.378609192601*cm  |      ordered: zxy -228*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_12  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_12  |-141.889333528777*cm -157.584048026252*cm 357.378609192601*cm  |      ordered: zxy -228*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_12 - solid_SIDIS_hgc_conein_12  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_13  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_13  |-106.025145945932*cm -183.640909354981*cm 357.378609192601*cm  |      ordered: zxy -240*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_13  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_13  |-106.025145945932*cm -183.640909354981*cm 357.378609192601*cm  |      ordered: zxy -240*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_13  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_13  |-106.025145945932*cm -183.640909354981*cm 357.378609192601*cm  |      ordered: zxy -240*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_13 - solid_SIDIS_hgc_conein_13  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_14  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_14  |-65.5271508776638*cm -201.671782010862*cm 357.378609192601*cm  |      ordered: zxy -252*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_14  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_14  |-65.5271508776638*cm -201.671782010862*cm 357.378609192601*cm  |      ordered: zxy -252*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_14  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_14  |-65.5271508776638*cm -201.671782010862*cm 357.378609192601*cm  |      ordered: zxy -252*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_14 - solid_SIDIS_hgc_conein_14  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_15  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_15  |-22.165304979232*cm -210.888630363892*cm 357.378609192601*cm  |      ordered: zxy -264*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_15  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_15  |-22.165304979232*cm -210.888630363892*cm 357.378609192601*cm  |      ordered: zxy -264*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_15  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_15  |-22.165304979232*cm -210.888630363892*cm 357.378609192601*cm  |      ordered: zxy -264*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_15 - solid_SIDIS_hgc_conein_15  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_16  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_16  |22.1652710747975*cm -210.888633927391*cm 357.378609192601*cm  |      ordered: zxy -276*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_16  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_16  |22.1652710747975*cm -210.888633927391*cm 357.378609192601*cm  |      ordered: zxy -276*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_16  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_16  |22.1652710747975*cm -210.888633927391*cm 357.378609192601*cm  |      ordered: zxy -276*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_16 - solid_SIDIS_hgc_conein_16  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_17  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_17  |65.5271184550159*cm -201.671792545618*cm 357.378609192601*cm  |      ordered: zxy -288*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_17  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_17  |65.5271184550159*cm -201.671792545618*cm 357.378609192601*cm  |      ordered: zxy -288*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_17  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_17  |65.5271184550159*cm -201.671792545618*cm 357.378609192601*cm  |      ordered: zxy -288*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_17 - solid_SIDIS_hgc_conein_17  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_18  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_18  |106.025116422096*cm -183.640926400575*cm 357.378609192601*cm  |      ordered: zxy -300*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_18  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_18  |106.025116422096*cm -183.640926400575*cm 357.378609192601*cm  |      ordered: zxy -300*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_18  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_18  |106.025116422096*cm -183.640926400575*cm 357.378609192601*cm  |      ordered: zxy -300*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_18 - solid_SIDIS_hgc_conein_18  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_19  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_19  |141.889308194086*cm -157.58407083771*cm 357.378609192601*cm  |      ordered: zxy -312*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_19  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_19  |141.889308194086*cm -157.58407083771*cm 357.378609192601*cm  |      ordered: zxy -312*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_19  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_19  |141.889308194086*cm -157.58407083771*cm 357.378609192601*cm  |      ordered: zxy -312*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_19 - solid_SIDIS_hgc_conein_19  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_20  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_20  |171.552256548343*cm -124.640035441074*cm 357.378609192601*cm  |      ordered: zxy -324*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_20  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_20  |171.552256548343*cm -124.640035441074*cm 357.378609192601*cm  |      ordered: zxy -324*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_20  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_20  |171.552256548343*cm -124.640035441074*cm 357.378609192601*cm  |      ordered: zxy -324*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_20 - solid_SIDIS_hgc_conein_20  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_21  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_21  |193.717548347235*cm -86.2486325915805*cm 357.378609192601*cm  |      ordered: zxy -336*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_21  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_21  |193.717548347235*cm -86.2486325915805*cm 357.378609192601*cm  |      ordered: zxy -336*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_21  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_21  |193.717548347235*cm -86.2486325915805*cm 357.378609192601*cm  |      ordered: zxy -336*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_21 - solid_SIDIS_hgc_conein_21  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_22  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_22  |207.416454011207*cm -44.0877507591084*cm 357.378609192601*cm  |      ordered: zxy -348*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_22  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_22  |207.416454011207*cm -44.0877507591084*cm 357.378609192601*cm  |      ordered: zxy -348*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_22  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_22  |207.416454011207*cm -44.0877507591084*cm 357.378609192601*cm  |      ordered: zxy -348*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_22 - solid_SIDIS_hgc_conein_22  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_23  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_23  |212.050265648454*cm -2.27274597555128e-05*cm 357.378609192601*cm  |      ordered: zxy -360*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_23  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_23  |212.050265648454*cm -2.27274597555128e-05*cm 357.378609192601*cm  |      ordered: zxy -360*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_23  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_23  |212.050265648454*cm -2.27274597555128e-05*cm 357.378609192601*cm  |      ordered: zxy -360*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_23 - solid_SIDIS_hgc_conein_23  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_24  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_24  |207.416463461816*cm 44.0877062974879*cm 357.378609192601*cm  |      ordered: zxy -372*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_24  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_24  |207.416463461816*cm 44.0877062974879*cm 357.378609192601*cm  |      ordered: zxy -372*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_24  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_24  |207.416463461816*cm 44.0877062974879*cm 357.378609192601*cm  |      ordered: zxy -372*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_24 - solid_SIDIS_hgc_conein_24  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_25  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_25  |193.717566835416*cm 86.2485910664451*cm 357.378609192601*cm  |      ordered: zxy -384*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_25  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_25  |193.717566835416*cm 86.2485910664451*cm 357.378609192601*cm  |      ordered: zxy -384*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_25  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_25  |193.717566835416*cm 86.2485910664451*cm 357.378609192601*cm  |      ordered: zxy -384*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_25 - solid_SIDIS_hgc_conein_25  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_26  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_26  |171.552283266074*cm 124.639998667271*cm 357.378609192601*cm  |      ordered: zxy -396*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_26  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_26  |171.552283266074*cm 124.639998667271*cm 357.378609192601*cm  |      ordered: zxy -396*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_26  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_26  |171.552283266074*cm 124.639998667271*cm 357.378609192601*cm  |      ordered: zxy -396*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_26 - solid_SIDIS_hgc_conein_26  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_27  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_27  |141.889341973674*cm 157.584040422431*cm 357.378609192601*cm  |      ordered: zxy -408*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_27  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_27  |141.889341973674*cm 157.584040422431*cm 357.378609192601*cm  |      ordered: zxy -408*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_27  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_27  |141.889341973674*cm 157.584040422431*cm 357.378609192601*cm  |      ordered: zxy -408*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_27 - solid_SIDIS_hgc_conein_27  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_28  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_28  |106.025155787211*cm 183.640903673115*cm 357.378609192601*cm  |      ordered: zxy -420*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_28  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_28  |106.025155787211*cm 183.640903673115*cm 357.378609192601*cm  |      ordered: zxy -420*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_28  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_28  |106.025155787211*cm 183.640903673115*cm 357.378609192601*cm  |      ordered: zxy -420*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_28 - solid_SIDIS_hgc_conein_28  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_29  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_29  |65.5271616852128*cm 201.671778499275*cm 357.378609192601*cm  |      ordered: zxy -432*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_29  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_29  |65.5271616852128*cm 201.671778499275*cm 357.378609192601*cm  |      ordered: zxy -432*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_cone_29  | solid_SIDIS_hgc_gas  |       solid_SIDIS_hgc_cone_29  |65.5271616852128*cm 201.671778499275*cm 357.378609192601*cm  |      ordered: zxy -432*deg 0*deg 39*deg  | 3dff84   |Operation:@ solid_SIDIS_hgc_coneout_29 - solid_SIDIS_hgc_conein_29  |                                                           0  |      G4_GLASS_PLATE  |                  no  |     1   |     1   |     1   |   1   |   1   |mirror: SL_HGC_mirror  |              mirror  |                                      no 
solid_SIDIS_hgc_coneout_30  | solid_SIDIS_hgc_gas  |    solid_SIDIS_hgc_coneout_30  |22.16531628071*cm 210.888629176057*cm 357.378609192601*cm  |      ordered: zxy -444*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                 10.73*cm 21.92*cm 10.73*cm 16.57*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
solid_SIDIS_hgc_conein_30  | solid_SIDIS_hgc_gas  |     solid_SIDIS_hgc_conein_30  |22.16531628071*cm 210.888629176057*cm 357.378609192601*cm  |      ordered: zxy -444*deg 0*deg 39*deg  | 3dff84   |                 Trd  |                    10.16*cm 21.92*cm 10.16*cm 16*cm 8.09*cm  |           Component  |                  no  |     1   |     1   |     1   |   1   |   0   |                  no  |                  no  |                                      no 
